base,mean_abs_error,max_abs_error,min_abs_error,mean_rel_error,max_rel_error,min_rel_error
1.3,296.0438313587574,8127.461562684994,0.0,2.9732407565371854,35.97549668940537,0.0
1.5,170.29669339752198,7656.544734954834,0.0,1.7012436836284592,13.6607666015625,0.0
2.0,88.804,3533.0,0.0,0.9934299202377113,14.0,0.0
3.0,57.4915,1959.5,0.0,0.5936607312608477,4.5,0.0
4.0,50.65933333333333,2653.6666666666665,0.0,0.452449527107548,4.240563019833653,0.0
